0.0000000000 1.0000000000 0.9990453351 0.0001983718 0.6403597627 0.6559472767 0.9311105288 0.9002204674 0.0047304286 0.0001957710 0.5657207873 1.7566248854 138.9515735938 11.1975935117 -78.2041456183 0.0747241285 0.0557302204 0.0359153082 0.9984861616 0.0067786773 0.9887757058
0.0000000000 1.0000000000 0.9990453318 0.0001983573 0.6404064949 0.6560239513 0.9311368994 0.9003807459 0.0047329387 0.0001957315 0.5658458786 1.7565965252 138.9515727838 11.1975965366 -78.1862833137 0.0746791501 0.0557063030 0.0359125864 0.9984874288 0.0067777100 0.9887759464
0.0000000000 1.0000000000 0.9990449825 0.0001984392 0.6404532089 0.6561006098 0.9311601587 0.9005395196 0.0047467068 0.0001956921 0.5659709724 1.7565681590 138.9515719703 11.1975995565 -78.1429109879 0.0746342082 0.0556824161 0.0359117838 0.9984886560 0.0067774241 0.9887761872
0.0000000000 1.0000000000 0.9990438988 0.0001987335 0.6404999041 0.6561772534 0.9311763187 0.9006953364 0.0047803418 0.0001956527 0.5660960685 1.7565397867 138.9515711478 11.1976025666 -78.0654108731 0.0745893165 0.0556585801 0.0359153624 0.9984897984 0.0067786956 0.9887764282
0.0000000000 1.0000000000 0.9990416662 0.0001993774 0.6405465782 0.6562538827 0.9311801120 0.9008462518 0.0048409284 0.0001956134 0.5662211671 1.7565114082 138.9515703096 11.1976055600 -77.9487898699 0.0745444949 0.0556348233 0.0359265253 0.9984907954 0.0067826716 0.9887766698
0.0000000000 1.0000000000 0.9990379053 0.0002005110 0.6405932285 0.6563304992 0.9311656400 0.9009900825 0.0049335207 0.0001955742 0.5663462681 1.7564830236 138.9515694480 11.1976085292 -77.7911610471 0.0744997650 0.0556111773 0.0359488268 0.9984915768 0.0067906396 0.9887769123
0.0000000000 1.0000000000 0.9990323184 0.0002022631 0.6406398515 0.6564071048 0.9311269071 0.9011245842 0.0050614639 0.0001955350 0.5664713716 1.7564546329 138.9515685550 11.1976114660 -77.5921009053 0.0744551494 0.0555876754 0.0359858563 0.9984920678 0.0068039248 0.9887771559
0.0000000000 1.0000000000 0.9990246819 0.0002047497 0.6406864424 0.6564837010 0.9310580839 0.9012475464 0.0052276342 0.0001954960 0.5665964775 1.7564262361 138.9515676232 11.1976143625 -77.3501785852 0.0744106709 0.0555643515 0.0360411012 0.9984921901 0.0068238503 0.9887774009
0.0000000000 1.0000000000 0.9990147950 0.0002080861 0.6407329958 0.6565602899 0.9309533761 0.9013567486 0.0054367594 0.0001954571 0.5667215858 1.7563978332 138.9515666456 11.1976172102 -77.0597275247 0.0743663531 0.0555412407 0.0361180669 0.9984918596 0.0068517910 0.9887776478
0.0000000000 1.0000000000 0.9990023753 0.0002124181 0.6407795050 0.6566368738 0.9308064187 0.9014497425 0.0056986219 0.0001954184 0.5668466966 1.7563694244 138.9515656147 11.1976199998 -76.7080056498 0.0743222228 0.0555183834 0.0362207231 0.9984909767 0.0068893544 0.9887778967
0.0000000000 1.0000000000 0.9989869255 0.0002179687 0.6408259622 0.6567134561 0.9306093021 0.9015234984 0.0060321360 0.0001953799 0.5669718097 1.7563410096 138.9515645217 11.1976227193 -76.2741286183 0.0742783135 0.0554958305 0.0363542308 0.9984894101 0.0069386844 0.9887781482
0.0000000000 1.0000000000 0.9989676014 0.0002250958 0.6408723578 0.6567900411 0.9303515411 0.9015740269 0.0064696535 0.0001953416 0.5670969253 1.7563125890 138.9515633559 11.1976253528 -75.7295736882 0.0742346706 0.0554736511 0.0365257734 0.9984869751 0.0070028442 0.9887784030
0.0000000000 1.0000000000 0.9989430998 0.0002343588 0.6409186801 0.6568666356 0.9300192177 0.9015960628 0.0070626631 0.0001953036 0.5672220433 1.7562841626 138.9515621048 11.1976278790 -75.0393470059 0.0741913552 0.0554519392 0.0367453397 0.9984834072 0.0070862484 0.9887786619
0.0000000000 1.0000000000 0.9989115660 0.0002466044 0.6409649143 0.6569432496 0.9295943391 0.9015828134 0.0078904035 0.0001952659 0.5673471637 1.7562557307 138.9515607547 11.1976302699 -74.1618796084 0.0741484478 0.0554308203 0.0370264061 0.9984783283 0.0071951652 0.9887789260
0.0000000000 1.0000000000 0.9988704415 0.0002631047 0.6410110415 0.6570198974 0.9290540760 0.9015255880 0.0090789476 0.0001952287 0.5674722865 1.7562272932 138.9515592933 11.1976324899 -73.0489038326 0.0741060521 0.0554104584 0.0373866660 0.9984711971 0.0073384185 0.9887791969
0.0000000000 1.0000000000 0.9988162289 0.0002857923 0.6410570378 0.6570966009 0.9283695466 0.9014130172 0.0108364033 0.0001951921 0.5675974117 1.7561988505 138.9515577138 11.1976344952 -71.6421183799 0.0740642991 0.0553910653 0.0378487986 0.9984612294 0.0075284172 0.9887794766
0.0000000000 1.0000000000 0.9987440358 0.0003177092 0.6411028729 0.6571733934 0.9275030468 0.9012290789 0.0135275202 0.0001951562 0.5677225393 1.7561704028 138.9515560196 11.1976362331 -69.8727169967 0.0740233530 0.0553729132 0.0384415741 0.9984472564 0.0077828854 0.9887797676
0.0000000000 1.0000000000 0.9986468829 0.0003638307 0.6411485084 0.6572503266 0.9264027792 0.9009488829 0.0178177742 0.0001951212 0.5678476693 1.7561419503 138.9515542326 11.1976376455 -67.6532002248 0.0739834189 0.0553563522 0.0392008388 0.9984274735 0.0081275498 0.9887800733
0.0000000000 1.0000000000 0.9985143576 0.0004327788 0.6411938962 0.6573274822 0.9249913005 0.9005294680 0.0249972045 0.0001950873 0.5679728016 1.7561134934 138.9515524023 11.1976386820 -64.8807062626 0.0739447552 0.0553418384 0.0401708750 0.9983989353 0.0086009329 0.9887803978
0.0000000000 1.0000000000 0.9983306108 0.0005402763 0.6412389763 0.6574049857 0.9231433316 0.8998911568 0.0376007508 0.0001950549 0.5680979364 1.7560850326 138.9515506153 11.1976393673 -61.4173597303 0.0739076897 0.0553299681 0.0414041502 0.9983565430 0.0092618543 0.9887807465
0.0000000000 1.0000000000 0.9980701543 0.0007172677 0.6412836733 0.6574830101 0.9206345704 0.8988751440 0.0607539759 0.0001950241 0.5682230735 1.7560565685 138.9515490015 11.1976401251 -57.1091102867 0.0738726554 0.0553215435 0.0429608292 0.9982905934 0.0102036714 0.9887811258
0.0000000000 1.0000000000 0.9976915439 0.0010285459 0.6413278932 0.6575616670 0.9170211903 0.8971510664 0.1041263683 0.0001949956 0.5683482130 1.7560281018 138.9515477286 11.1976434723 -51.7335111216 0.0738402464 0.0553176408 0.0449035738 0.9981802375 0.0115770721 0.9887815428
0.0000000000 1.0000000000 0.9971229393 0.0016234572 0.6413715183 0.6576402764 0.9111875264 0.8940141527 0.1841866180 0.0001949698 0.5684733548 1.7559996334 138.9515469798 11.1976628690 -45.0766663163 0.0738114017 0.0553197677 0.0473042534 0.9979681720 0.0136428965 0.9887820020
0.0000000000 1.0000000000 0.9962418688 0.0028670434 0.6414144009 0.6577134206 0.8981011781 0.8881841427 0.3197771427 0.0001949474 0.5685984990 1.7559711645 138.9515469023 11.1977614337 -36.8104849258 0.0737878963 0.0553299872 0.0503151399 0.9974384539 0.0169136211 0.9887824946
0.0000000000 1.0000000000 0.9948324386 0.0057153237 0.6414563531 0.6577530335 0.8402244147 0.8780634431 0.5149944963 0.0001949294 0.5687236455 1.7559426964 138.9515475612 11.1981469893 -26.9212213915 0.0737744259 0.0553512427 0.0546813147 0.9957561905 0.0229240011 0.9887829594
0.0000000000 1.0000000000 0.9925910630 0.0123821290 0.6414971349 0.6576782107 0.7272564388 0.8617709106 0.7275721381 0.0001949170 0.5688487944 1.7559142311 138.9515488915 11.1991319537 -15.9785836400 0.0737868136 0.0553870899 0.0639714445 0.9914090917 0.0377132830 0.9887831549
0.0000000000 0.9999999996 0.9892833337 0.0265616959 0.6415364463 0.6574583167 0.5419037580 0.8405192669 0.8863094966 0.0001949115 0.5689739457 1.7558857708 138.9515507202 11.2005803392 -7.1214945178 0.0738823839 0.0554406289 0.0884557052 0.9844853621 0.0758650510 0.9887823345
0.0000000000 0.9906315587 0.9850477761 0.0510152599 0.6415739600 0.6571900270 0.3471299223 0.8175575818 0.9611200705 0.0001949130 0.5690990993 1.7558573180 138.9515527415 11.2018557059 -2.0080872453 0.0741287892 0.0555095253 0.1327613506 0.9766859997 0.1387658054 0.9887794624
0.0000000000 0.9402078466 0.9799831069 0.0838440614 0.6416093793 0.6569198788 0.2048635888 0.7945256376 0.9860243644 0.0001949208 0.5692242552 1.7558288754 138.9515545529 11.2026755716 0.8638718585 0.0744920185 0.0555877836 0.1874122894 0.9687200561 0.2116354562 0.9887744736
0.0000000000 0.8922488670 0.9742290392 0.1213808746 0.6416424519 0.6566544104 0.1160789742 0.7718780302 0.9932988608 0.0001949346 0.5693494135 1.7558004451 138.9515556500 11.2031334667 2.3716059298 0.0749261550 0.0556715248 0.2446622101 0.9607434719 0.2852470177 0.9887678466
0.0000000000 0.8467362156 0.9681713620 0.1604190014 0.6416729583 0.6563926579 0.0645012232 0.7497660564 0.9954344079 0.0001949539 0.5694745741 1.7557720292 138.9515554440 11.2033755939 3.1813580056 0.0753983987 0.0557582228 0.3000371426 0.9528031259 0.3550402959 0.9887601980
0.0000000000 0.8035451744 0.9621398999 0.1991639382 0.6417007071 0.6561332304 0.0354868844 0.7282361280 0.9961431322 0.0001949787 0.5695997370 1.7557436300 138.9515533583 11.2034992537 3.5851106537 0.0758911954 0.0558465290 0.3516394141 0.9449149693 0.4193341893 0.9887519502
